code,name,type
DENT90122,Principles of Dental Practice 2,Requisites apply | Subject
EDUC91142,Learning Area Music B2,Requisites apply | Subject
SOTH20002,Classical Sociological Theory,Subject
MEDI90097,Drug Discovery and Development,Requisites apply | Subject
INDG90006,Powerful Encounters,Requisites apply | Subject
MUSI30164,Baroque Ensemble 2,Subject
CHEM90041,Exciton Science,Requisites apply | Subject
ECON40010,Game Theory,Requisites apply | Subject
MUSI20199,Practical Music 3,Requisites apply | Subject
LAWS90074,Copyright and Designs,Quotas apply | Requisites apply | Subject
OPTO90009,Management of Contact Lens Patients,Requisites apply | Subject
MGMT90286,New Venture Creation: Validation,Requisites apply | Subject
ITAL10007,Italian 6,Requisites apply | Subject
MEDI90099,Research Capstone - Part 2,Requisites apply | Subject
HLTH90003,Psychosocial Oncology,Subject
FOOD20003,Intro to Food Science & Human Nutrition,Subject
ECOM90027,Econometrics Research Report Part 2,Requisites apply | Subject
PHIL20046,Feminism,Subject
ABPL90048,Landscape Practice,Requisites apply | Subject
CWRI30004,Encounters with Writing,Requisites apply | Subject
MUSI40027,Paris! Berlioz to the Ballets Russes,Subject
CRIM90037,"Disability, Crime and Justice",Subject
LAWS90243,Future Lawyer,Quotas apply | Requisites apply | Subject
POLS80001,PhD Research,Subject
COMP90093,Digital Innovation Project - Part 2,Requisites apply | Subject
ESLA10003,Academic English 1,Requisites apply | Subject
MGMT90270,Strategy at the Front Line,Subject
GEOG30024,"Africa: Environment, Development, People",Requisites apply | Subject
ABPL90222,F_Lab: Bespoke Furnitures,Quotas apply | Requisites apply | Subject
BIOL90041,Data Science for Biologists,Subject
MUSI30185,Symphonic Ensembles 1,Requisites apply | Subject
ECON20014,Seminar in Economics and Commerce A,Quotas apply | Requisites apply | Subject
MGMT90123,Procurement and Logistics,Requisites apply | Subject
MEDS90042,MD Discovery 4: Clinical Scholar,Requisites apply | Subject
EDUC91262,Learning Area TESOL (SI) 2,Requisites apply | Subject
DPSS90008,Design and the Production Process,Subject
ENEN30003,Environmental Systems Modelling & Design,Requisites apply | Subject
LAWS90315,International Law in Asia,Quotas apply | Subject
LAWS90256,Race and the Legal Profession,Quotas apply | Requisites apply | Subject
PHTY90101,Research and Evidence 2,Requisites apply | Subject
GERM10004,German 1,Requisites apply | Subject
GEOL90031,Ore Reserve Estimation,Subject
GEOM90044,Geographic Information Systems,Subject
ECOM90012,Modelling the Australian Macroeconomy,Requisites apply | Subject
SOCI90021,Feminist Social Policy,Subject
EVSC90017,Global Environmental Change,Subject
MGMT90212,Strategic Awareness and Business Acumen,Quotas apply | Subject
MEDI90059,Advanced Echocardiography Interpretation,Requisites apply | Subject
CHIN10016,Chinese 4,Requisites apply | Subject
GEOL90025,Research Project In Geoscience,Requisites apply | Subject
JOUR90003,Journalism Internship,Requisites apply | Workplace component | Subject
EDUC90804,Clinical Assessment & Course Evaluation,Requisites apply | Subject
CVEN90024,High Rise Structures,Requisites apply | Subject
DEVT10001,The Developing World,Subject
ABPL90428,Designing WELL,Subject
MECM20006,Understanding Australian Media,Subject
POLS30030,American Politics,Subject
ACTL90005,Life Contingencies,Requisites apply | Subject
EDUC91056,Social and Emotional Wellbeing,Subject
EDUC91199,Research Project in Education Part 2,Requisites apply | Subject
AHIS40006,Postcolonial Visual Art,Subject
ARCH10004,Design History & Theory in the Making,Subject
FREN30025,The French Media: From Ink to Link,Requisites apply | Subject
EDUC91279,Learning Area Languages (SI) 3,Requisites apply | Subject
LAWS90179,"Law, Science and Development",Quotas apply | Subject
DENT90141,Preclinical Dental Practice,Subject
FREN30006,French Translation,Requisites apply | Subject
EDUC91140,Learning Area Media Studies 2,Requisites apply | Subject
EDUC91054,"The Arts, Play and Young Children",Subject
MULT20015,Elements of Quantum Computing,Requisites apply | Subject
ORAL10003,Oral Health Sciences 1,Requisites apply | Subject
LAWS70002,Tax of Business and Investment Income,Quotas apply | Subject
MUSI40071,Professional Project (Musicology),Subject
EVSC30009,Energy Pathways to Net-Zero,Requisites apply | Subject
PHYC40016,Physics Research Project Pt2,Requisites apply | Subject
ABPL90341,Urban Environmental Policy and Planning,Subject
NURS90087,Paediatric Intensive Care Nursing,Requisites apply | Subject
CHEM90058,Chemistry Research Project Pt 4 (Cont.),Subject
PHYC90021,Research Project,Subject
HPSC40016,History and Philosophy of Science,Subject
PSYC90039,Clinical Neuropsychology Placement 1,Requisites apply | Subject
DRAM30020,Acting for Camera,Subject
EDUC30070,Sports Science & Coaching Applications,Subject
MUSI20190,Advanced Recording Studio Techniques,Quotas apply | Requisites apply | Subject
EDUC91230,Learning Area Physics (SI) 1,Subject
CREA10002,Stories of Place,Subject
CWRI20002,Short Fiction,Subject
PHIL40020,Reading and Writing Philosophy,Subject
MUSI20087,MCM Indonesian Gamelan Ensemble 1,Subject
FLTV90056,Industry Project (Screen Producing),Requisites apply | Subject
ARBC30006,Arabic 7,Requisites apply | Subject
MAST30026,Metric and Hilbert Spaces,Requisites apply | Subject
POPH90328,Public Health Project Part 2,Requisites apply | Subject
COMP90065,Computer Science Research Project Pt2,Requisites apply | Subject
ELEN90092,Low-carbon Grids: Operation & Economics,Requisites apply | Subject
DENT90115,Dental Procedural Skills 2,Requisites apply | Subject
DENT90138,Dental Procedural Skills 2 PT2,Subject
EURO40003,Seminars in Languages and Linguistics B,Requisites apply | Subject
MUSI20138,Indonesian Gamelan Ensemble,Subject
GENE10001,Genetics in the Media,Subject
DENT90098,Paediatric Dentistry 3,Requisites apply | Subject
MUSI20184,Music Making Laboratory 4,Requisites apply | Subject
MUSI90200,Suzuki Practicum Part 2,Requisites apply | Subject
ISYS90115,Information Systems Res Project Pt 3,Requisites apply | Subject
EDUC91122,"Literacies, Languages, and Learners",Subject
LAWS70422,Human Rights and Armed Conflict,Quotas apply | Subject
LAWS90055,"Not-for-Profits, Law and the State",Quotas apply | Subject
LAWS90045,Human Rights and Universality,Quotas apply | Requisites apply | Subject
DRAM90012,Collaborative Dramaturgies Project,Subject
MUSI90045,Interpretivist Research in Music Therapy,Requisites apply | Subject
ABPL90404,Place Making for The Built Environment,Quotas apply | Subject
MUSI10192,Ensemble Studies 2,Requisites apply | Subject
SCIE20001,Thinking Scientifically,Requisites apply | Subject
BIOL90010,BioSciences Research Project Part 2,Requisites apply | Subject
ECON20006,Business Economics and e-Commerce,Requisites apply | Subject
EDUC90217,Ed Psych Practicum 3,Requisites apply | Subject
AMGT90007,Stakeholders and Fundraising in the Arts,Requisites apply | Subject
LAWS70105,Islamic Law and Politics in Asia,Quotas apply | Subject
CVEN90068,Port Access and Navigation,Subject
MAST20032,Vector Calculus: Advanced,Requisites apply | Subject
EDUC91160,Learning Area Economics 3,Requisites apply | Subject
ENGL30007,Popular Fiction,Subject
ATOC90015,Data Assimilation and Model Improvement,Requisites apply | Subject
POPH90124,Statistical Genomics,Requisites apply | Subject
KORE40002,Korean Studies Thesis Part 2,Requisites apply | Subject
SPAN20016,"Rock, Pop & Resistance",Requisites apply | Subject
FNCE90067,Special Topics in Finance D,Requisites apply | Subject
ERTH90043,Earth Sciences Research Project Pt3,Subject
POLS90028,International Relations Theory,Requisites apply | Subject
MAST90101,Introduction to Statistical Computing,Subject
ENST90020,Environmental Industry Research (50),Requisites apply | Subject
ANSC30001,Animal Disease Biotechnology 1,Requisites apply | Subject
NURS90086,Quality and Safety in Healthcare,Subject
MAST90141,Machine Learning for Biostatistics,Requisites apply | Subject
PHTY90122,Research and Evidence,Requisites apply | Subject
MUSI20232,Indigenous Musical Instruments,Subject
EDUC91248,Learning Area History (SI) 2,Requisites apply | Subject
MUSI30227,Individual Performance Studies 5,Requisites apply | Subject
PHYC40014,Physics Research Project Pt2,Requisites apply | Subject
ISYS90116,Information Systems Res Project Pt 4,Requisites apply | Subject
GEOG90015,Geography Research Project,Subject
EDUC90558,Education Research Design,Requisites apply | Subject
ISYS90124,Network Security and Defence,Requisites apply | Subject
MUSI90179,Evidence-Based Performance Teaching,Subject
ABPL30061,Landscape Capstone Studio,Requisites apply | Subject
BOTA20004,Flora of Victoria,Requisites apply | Subject
MGMT90134,Writing and Publishing Reports,Requisites apply | Subject
DEVT90001,Development Project Management & Design,Requisites apply | Subject
BUSA90500,Business Analytics Foundations,Requisites apply | Subject
LAWS50115,Commercial Restitution,Quotas apply | Requisites apply | Subject
LAWS90205,Digital Technologies and Labour Law,Quotas apply | Requisites apply | Subject
RUSS40007,Russian Language & Culture 4B,Subject
PSYC40001,Current Topics in Developmental Psych.,Subject
CWRI20009,Writing for Screen,Subject
MEDS90028,Principles of Clinical Practice 3 (Oslo),Requisites apply | Subject
MUSI90254,Repertoire Perspectives 1,Subject
MAST10010,Data Analysis,Requisites apply | Subject
MUSI10066,Guitar Ensemble 1,Subject
LAWS50068,Equality and Discrimination Law,Quotas apply | Requisites apply | Subject
MEDI90122,Regional Anaesthesia,Requisites apply | Subject
LAWS90081,Advanced Payment Devices and Fintech,Quotas apply | Requisites apply | Subject
PUBL90026,Publishing and Writing Summer School,Quotas apply | Requisites apply | Subject
MEDS90012,Recruitment and Selection in Surgery,Requisites apply | Subject
EDUC90987,Clinical Teaching Practice (EC&P) 4,Requisites apply | Subject
ENGL20030,Modern and Contemporary Theatre,Subject
EDUC90867,Writing a Literature Review,Requisites apply | Subject
LING40004,Seminars in Theoretical Linguistics,Requisites apply | Subject
EDUC91304,Learning Area English Additional 3,Requisites apply | Subject
CHEM90034,Chemistry Research Project Pt 3,Subject
FINA30023,Space in Performance,Subject
ACCT90026,Forensic Business Processes,Quotas apply | Requisites apply | Subject
KORE20003,Korean 3,Requisites apply | Subject
EDUC90859,Autism Intervention,Subject
ABPL90367,Critical&Curatorial Practices in Design,Quotas apply | Subject
LAWS70333,Taxation of Trusts,Quotas apply | Requisites apply | Subject
LAWS70124,International Taxation in the US,Quotas apply | Requisites apply | Subject
CWRI90016,Creative Writing Thesis Part 2,Requisites apply | Subject
SCIE90021,Research Project in Comp Biology Pt1,Requisites apply | Subject
MUST30019,Music Theatre Global Views,Requisites apply | Subject
LAWS90271,Gender and Health Law,Quotas apply | Subject
ABPL90419,Contemporary Architectural Archives,Requisites apply | Subject
MCEN90014,Materials Engineering,Requisites apply | Subject
CUMC90003,Conservation Intensive,Subject
FNCE90073,Laboratory Rotation 1,Requisites apply | Subject
COMP90025,Parallel and Multicore Computing,Requisites apply | Subject
BUSA90483,General Management 2,Requisites apply | Subject
COMP90084,Quantum Software Fundamentals,Requisites apply | Subject
ITAL10001,Italian 3,Requisites apply | Subject
ACTL90009,Actuarial Practice and Control III,Requisites apply | Subject
PHIL30052,Race and Gender: Philosophical Issues,Subject
MKTG90022,Commercialisation of Science,Subject
BIOM10002,Exploring Biomedicine,Requisites apply | Subject
ERTH90063,Seminar in Archaeological Science,Subject
ABPL10005,Understanding the Built Environment,Subject
MGMT90299,Supply Chain Strategising,Subject
MEDI90050,Doppler Echocardiography,Requisites apply | Subject
HLTH90001,Health Behaviour Change,Subject
MAST10009,Accelerated Mathematics 2,Requisites apply | Subject
FREN30015,Matters of Taste: French Eating Cultures,Requisites apply | Subject
ANSC30006,Production Animal Health,Requisites apply | Subject
FLTV90032,Producer as Creative Entrepreneur,Subject
EDUC91316,Engaging with Research in Education,Requisites apply | Subject
POPH90297,Preventing Violence Against Women,Subject
MGMT90121,Decision Analysis and Project Management,Requisites apply | Subject
COMP90061,Computer Science Research Project Pt1,Requisites apply | Subject
CULS90004,Cultural Complexity and Intelligence,Subject
MUSI20073,Brass Ensemble 1,Subject
EDUC90260,IB PYP Advanced,Requisites apply | Subject
FINA60012,Contemporary Art Practice B,Requisites apply | Subject
ISYS90123,Networks and Systems Security,Requisites apply | Subject
LAWS90321,Regulating Green Finance: Europe & Asia,Quotas apply | Subject
CHEM70002,Industry Research Project,Subject
FRST90032,Ecosystems in a Changing Climate,Quotas apply | Subject
UNIB10027,Everyday Morality,Subject
SCRN30005,The Environmental Screenscape,Subject
ARTS90024,Industry Core and Placement,Requisites apply | Subject
LAWS90100,Energy and Resources Law in China,Quotas apply | Subject
AGRI20040,Enterprise Management,Requisites apply | Subject
LAWS90022,International Dispute Settlement,Quotas apply | Subject
GEOG30028,Mobile Worlds,Subject
HEBR30018,Hebrew 9,Requisites apply | Subject
LAWS50098,Law Reform,Quotas apply | Requisites apply | Subject
POPH90069,Sexual and Reproductive Health,Subject
PHYC90029,Physics Research Project Pt 1,Subject
HEBR20006,Hebrew 4,Requisites apply | Subject
CRIM90015,"Terror, Law and War",Subject
DENT90149,Dental Research Project 1,Requisites apply | Subject
EDUC90482,Linguistics and Sociolinguistics of CLIL,Requisites apply | Subject
KORE30001,Korean Politics and Society,Requisites apply | Subject
MUSI10193,Contextual Studies 2,Requisites apply | Subject
INDO10006,Indonesian 2,Requisites apply | Subject
DEVT20001,Development in the 21st Century,Subject
FNCE90048,Project Finance,Requisites apply | Subject
PUBL90003,The Contemporary Publishing Industry,Requisites apply | Subject
MUSI20235,Jazz Improvisation,Requisites apply | Subject
CHEN30016,"Momentum, Mass and Heat Transfer",Requisites apply | Subject
CHIN20007,Chinese Studies: Culture and Empire,Requisites apply | Subject
AHIS20020,Avant-Garde and Postmodern Art,Subject
LAWS90113,Mediation: Principles and Practice,Quotas apply | Requisites apply | Subject
FREN20013,Matters of Taste: French Eating Cultures,Requisites apply | Subject
EDUC91144,Learning Area Physics 2,Requisites apply | Subject
ECON40012,Development Economics,Requisites apply | Subject
MUSI30172,Early Voices 1,Requisites apply | Subject
JAPN30006,Japanese 8,Requisites apply | Subject
LAWS90317,Comparative Corporate Law in Asia,Quotas apply | Subject
MUSI90227,Orchestral Performance Practicum 2,Requisites apply | Subject
